chrom	length	bases	mean	min	max
NC_008599.1	1773615	49	0.00	0	1
NC_008599.1_region	3458	0	0.00	0	0
NC_010080.1	2080931	253	0.00	0	5
NC_010080.1_region	4612	0	0.00	0	0
NC_009725.2	3918596	72	0.00	0	1
NC_009725.2_region	6786	0	0.00	0	0
NC_009052.1	5127376	100	0.00	0	1
NC_009052.1_region	8325	25	0.00	0	1
NC_009012.1	3843301	301	0.00	0	8
NC_009012.1_region	4391	208	0.05	0	8
NC_009053.1	2274482	52	0.00	0	1
NC_009053.1_region	4874	0	0.00	0	0
NC_009049.1	3147721	285	0.00	0	6
NC_009049.1_region	3115	138	0.04	0	6
NC_009050.1	1219053	395	0.00	0	3
NC_009050.1_region	1247	25	0.02	0	1
NC_009648.1	5315120	25	0.00	0	1
NC_009648.1_region	6747	0	0.00	0	0
NC_009439.1	5072807	47	0.00	0	1
NC_009439.1_region	5150	24	0.00	0	1
NC_009513.1	1999618	583	0.00	0	5
NC_009513.1_region	5130	49	0.01	0	1
NC_009617.1	6000632	1251	0.00	0	7
NC_009617.1_region	7328	24	0.00	0	1
NC_010263.3	1268201	771	0.00	0	15
NC_010263.3_region	2666	598	0.22	0	15
NC_009778.1	4368373	24	0.00	0	1
NC_009778.1_region	6510	0	0.00	0	0
NC_012587.1	3925702	799	0.00	0	4
NC_012587.1_region	4253	300	0.07	0	4
NC_010172.1	5471154	578	0.00	0	3
NC_010172.1_region	4530	73	0.02	0	3
NC_012039.1	1525460	24	0.00	0	1
NC_012039.1_region	3974	24	0.01	0	1
NC_010682.1	3942557	195	0.00	0	2
NC_010682.1_region	4165	0	0.00	0	0
NC_010678.1	1302238	71	0.00	0	1
NC_010678.1_region	315	0	0.00	0	0
NC_011138.3	4480937	50	0.00	0	1
NC_011138.3_region	4702	0	0.00	0	0
NC_011134.1	2024171	167	0.00	0	2
NC_011134.1_region	4291	0	0.00	0	0
NC_012560.1	5365318	315	0.00	0	2
NC_012560.1_region	5004	47	0.01	0	1
NC_011835.1	1933695	48	0.00	0	1
NC_011835.1_region	3933	0	0.00	0	0
NC_011852.1	2269156	76	0.00	0	1
NC_011852.1_region	4401	0	0.00	0	0
NC_012791.1	5626353	935	0.00	0	6
NC_012791.1_region	3621	219	0.06	0	6
NC_012917.1	4862913	69	0.00	0	1
NC_012917.1_region	6127	23	0.00	0	1
NC_013956.2	4703373	69	0.00	0	1
NC_013956.2_region	5554	0	0.00	0	0
NC_014103.1	5097447	3096	0.00	0	39
NC_014103.1_region	8857	2811	0.32	0	39
NC_013198.1	3010111	417	0.00	0	5
NC_013198.1_region	4296	0	0.00	0	0
NC_013798.1	2350911	120	0.00	0	1
NC_013798.1_region	5372	0	0.00	0	0
NC_000907.1	1830138	47	0.00	0	1
NC_000907.1_region	4484	0	0.00	0	0
NC_004459.3	3281866	47	0.00	0	1
NC_004459.3_region	7676	0	0.00	0	0
NC_006155.1	4744671	118	0.00	0	1
NC_006155.1_region	6789	0	0.00	0	0
NC_008054.1	1864998	672	0.00	0	5
NC_008054.1_region	7163	48	0.01	0	1
NC_009480.1	3297891	150	0.00	0	2
NC_009480.1_region	3444	0	0.00	0	0
NC_009488.1	2127051	352	0.00	0	10
NC_009488.1_region	2674	279	0.10	0	10
NC_009495.1	3886916	695	0.00	0	6
NC_009495.1_region	6243	0	0.00	0	0
NC_009613.3	2860382	190	0.00	0	2
NC_009613.3_region	3695	0	0.00	0	0
NC_010397.1	5067172	24	0.00	0	1
NC_010397.1_region	3628	0	0.00	0	0
NC_010943.1	4851126	122	0.00	0	2
NC_010943.1_region	5795	0	0.00	0	0
NC_014215.1	2616384	99	0.00	0	1
NC_014215.1_region	3429	0	0.00	0	0
NC_007761.1	4381608	863	0.00	0	6
NC_007761.1_region	3903	125	0.03	0	2
NC_004342.2	4338762	74	0.00	0	1
NC_004342.2_region	2820	0	0.00	0	0
NC_004829.2	1012800	24	0.00	0	1
NC_004829.2_region	2492	0	0.00	0	0
NC_014329.2	2337241	48	0.00	0	2
NC_014329.2_region	3661	0	0.00	0	0
NC_014330.1	2586443	26	0.00	0	1
NC_014330.1_region	2598	0	0.00	0	0
NC_014448.1	839615	2105	0.00	0	87
NC_014448.1_region	2368	2030	0.86	0	87
NC_014483.2	5394883	363	0.00	0	3
NC_014483.2_region	7015	120	0.02	0	3
NC_014638.1	2214656	98	0.00	0	1
NC_014638.1_region	4063	0	0.00	0	0
NC_018632.1	4653851	285	0.00	0	4
NC_018632.1_region	4048	96	0.02	0	4
NC_017960.1	2698137	95	0.00	0	2
NC_017960.1_region	4689	0	0.00	0	0
NC_014738.1	2155121	121	0.00	0	1
NC_014738.1_region	3030	48	0.02	0	1
NC_014760.1	1003404	151	0.00	0	2
NC_014760.1_region	2673	0	0.00	0	0
NC_002929.2	4086189	323	0.00	0	2
NC_002929.2_region	3997	50	0.01	0	1
NC_000963.1	1111523	601	0.00	0	19
NC_000963.1_region	2592	528	0.20	0	19
NC_002937.3	3570858	100	0.00	0	1
NC_002937.3_region	5284	0	0.00	0	0
NC_005296.1	5459213	508	0.00	0	3
NC_005296.1_region	3841	99	0.03	0	2
NC_002677.1	3268203	23	0.00	0	1
NC_002677.1_region	3418	0	0.00	0	0
NC_007355.1	4837408	24	0.00	0	1
NC_007355.1_region	4927	0	0.00	0	0
NC_000962.3	4411532	48	0.00	0	1
NC_000962.3_region	3385	0	0.00	0	0
NC_004603.1	3288558	71	0.00	0	1
NC_004603.1_region	8861	0	0.00	0	0
NC_006958.1	3282708	196	0.00	0	2
NC_006958.1_region	4459	0	0.00	0	0
NC_009348.1	4702402	96	0.00	0	1
NC_009348.1_region	8475	0	0.00	0	0
NC_014318.1	10236715	123	0.00	0	1
NC_014318.1_region	4166	0	0.00	0	0
NC_008542.1	3483902	1108	0.00	0	30
NC_008542.1_region	4706	715	0.15	0	30
NC_008543.1	2998664	150	0.00	0	3
NC_008543.1_region	611	0	0.00	0	0
NC_008544.1	1055417	76	0.00	0	1
NC_008544.1_region	153	0	0.00	0	0
NC_015408.1	1106197	25	0.00	0	1
NC_015408.1_region	2893	0	0.00	0	0
NC_017218.1	2327492	119	0.00	0	1
NC_017218.1_region	4007	0	0.00	0	0
NC_015567.1	5442880	73	0.00	0	1
NC_015567.1_region	6787	0	0.00	0	0
NC_015683.1	2606374	95	0.00	0	2
NC_015683.1_region	3873	0	0.00	0	0
NC_015634.1	3073079	318	0.00	0	2
NC_015634.1_region	5584	73	0.01	0	1
NC_015690.1	8663821	366	0.00	0	4
NC_015690.1_region	8536	124	0.01	0	4
NC_017238.1	903609	144	0.00	0	5
NC_017238.1_region	2438	0	0.00	0	0
NC_016610.1	3405521	72	0.00	0	1
NC_016610.1_region	3492	0	0.00	0	0
NC_017717.1	905534	216	0.00	0	8
NC_017717.1_region	2436	0	0.00	0	0
NZ_CP023402.1	4093812	370	0.00	0	2
NZ_CP023402.1_region	4041	100	0.02	0	1
NC_016612.1	5974109	48	0.00	0	1
NC_016612.1_region	6589	0	0.00	0	0
NC_017765.1	10145833	273	0.00	0	2
NC_017765.1_region	5541	78	0.01	0	2
NC_015761.1	4460105	26	0.00	0	1
NC_015761.1_region	6923	0	0.00	0	0
NC_017595.1	2210574	165	0.00	0	3
NC_017595.1_region	5123	24	0.00	0	1
NC_016802.1	2468612	241	0.00	0	2
NC_016802.1_region	3920	0	0.00	0	0
NC_016946.1	5402402	25	0.00	0	1
NC_016946.1_region	3510	0	0.00	0	0
NC_018513.1	3463655	151	0.00	0	2
NC_018513.1_region	4251	0	0.00	0	0
NC_018631.1	1893499	277	0.00	0	4
NC_018631.1_region	5028	0	0.00	0	0
NC_018073.1	1933610	100	0.00	0	1
NC_018073.1_region	5103	0	0.00	0	0
NC_019567.1	3988594	189	0.00	0	3
NC_019567.1_region	2769	0	0.00	0	0
NC_019382.1	5264383	222	0.00	0	2
NC_019382.1_region	4226	0	0.00	0	0
NC_020134.1	2974379	217	0.00	0	3
NC_020134.1_region	3762	72	0.02	0	3
NC_020211.1	5241455	177	0.00	0	3
NC_020211.1_region	6566	0	0.00	0	0
NZ_CP007159.1	3701221	425	0.00	0	3
NZ_CP007159.1_region	4555	0	0.00	0	0
NC_020515.1	2407846	99	0.00	0	1
NC_020515.1_region	4493	0	0.00	0	0
NC_020834.2	2544094	123	0.00	0	1
NC_020834.2_region	4787	0	0.00	0	0
NC_021089.1	1295804	177	0.00	0	4
NC_021089.1_region	2630	0	0.00	0	0
NC_022239.1	2233640	46	0.00	0	1
NC_022239.1_region	4405	0	0.00	0	0
NC_022347.1	1673221	26	0.00	0	1
NC_022347.1_region	3462	0	0.00	0	0
NC_023134.1	4046337	358	0.00	0	3
NC_023134.1_region	6290	238	0.04	0	3
NZ_CP006943.1	2245238	149	0.00	0	1
NZ_CP006943.1_region	4872	0	0.00	0	0
NZ_CP008897.1	4633407	99	0.00	0	1
NZ_CP008897.1_region	6509	0	0.00	0	0
NZ_CP010905.2	4274782	404	0.00	0	3
NZ_CP010905.2_region	7045	0	0.00	0	0
NZ_CP013336.1	2424685	95	0.00	0	1
NZ_CP013336.1_region	3128	0	0.00	0	0
NZ_CP015137.1	4919833	24	0.00	0	1
NZ_CP015137.1_region	5877	0	0.00	0	0
NZ_AP014642.1	6176365	126	0.00	0	1
NZ_AP014642.1_region	5142	50	0.01	0	1
NZ_CP019683.1	1757292	77	0.00	0	1
NZ_CP019683.1_region	3682	0	0.00	0	0
NZ_CP039025.2	3955017	344	0.00	0	2
NZ_CP039025.2_region	5603	72	0.01	0	1
total	624795284	64182	0.00	0	199
total_region	839422	23601	0.03	0	185
